ID,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID15,ID16,ID17,ID18,ID19,ID20
337R,-0.128715638, 0.176389475,-0.357507549,-0.836979172,-3.29606049,-1.2874832405, 0.96197807,-0.84450846, 0.64548602, 0.084706625,-0.500152802, 1.266307535, 1.106174587, 0.49920316, 0.83690502, 0.124570222, 1.643558683, 7.147009e-01,-0.497585466,-0.212125108
339R, 0.339224069,-1.769305914,-0.682993722, 3.016719115,-0.94224418,-1.0702997915,-0.91097979,-0.14689124, 0.76325803,-0.425168126,-0.262541831,-0.483300756,-1.144341794,-0.86776956, 0.02244924,-0.529628112,-0.831933362,-9.603234e-01,-0.807705922, 0.138656898
340R,-2.519574711,-0.019558788, 0.785178394,-1.796024435, 0.48932030, 0.9093761134, 1.81879999, 0.93997925, 0.86881013, 0.515520975, 1.418625638,-0.972012070, 0.714006689, 0.72790819, 0.41040402, 0.656896302,-0.149321282, 9.387206e-01, 0.116810058,-0.326730942
344R, 1.158042813,-0.722048972,-0.291389048,-0.436918716, 2.73402127,-0.2453296164, 0.57745868,-1.04540535, 0.58011694,-1.462592478, 0.770634481, 0.424672814, 0.435820231,-0.51015469,-0.06248163,-1.031599353,-0.467227904,-7.387477e-01,-0.428913306,-0.207273299
348R, 1.609280410, 1.009989362,-1.611283052, 1.942725094, 0.89305933, 0.5723773679,-1.55631945, 0.36222860,-1.33893310, 1.991038431, 1.096116906, 0.224097393,-0.875076879,-0.76379807,-0.15997309, 0.080216295,-0.066994911, 8.158318e-01,-0.127598603, 0.192822542
350R,-1.335519562,-1.457209041,-0.177385401, 1.260727543,-0.43877271, 0.5597328456, 0.16664949, 0.35275826, 0.74277782, 0.597820079,-0.027761380, 0.316690875,-1.338607200,-0.19585295,-1.63956412, 0.008012161,-0.781819833,-1.826441e+00, 1.205771820,-0.558583796
352R,-0.942576439,-0.534705181, 1.905960179, 1.495843383, 0.03694820, 0.3328712802, 1.59284942, 0.16172600, 0.21614750,-0.095560429, 0.789409717, 0.025729527, 0.606528520, 0.78218849, 1.16256266, 1.605800055, 1.119986161, 7.850078e-02,-1.122281477,-0.468080099
353R, 2.631659646, 0.205522302,-1.781489968, 0.786482858, 0.24478669, 0.4929743785, 0.85448305, 1.91840861, 0.55614445,-0.977697531,-0.820643443, 0.961267278, 0.010176611,-0.06738240, 1.47121461, 0.574624148,-0.865084677,-9.630153e-01,-0.855688427,-1.344118192
354R, 0.216550331,-1.645944501, 2.022886835,-0.670858533, 1.12014620, 1.2743345075, 0.59869650,-0.06025057, 1.25464541, 1.452021062,-0.006259290, 0.557205183, 0.338654181,-0.27981859, 1.42311524, 2.849370414,-0.110927403,-1.100477e+00, 1.888803371, 1.458009076
35R, 0.059306083, 0.963026821, 0.134841490,-0.850932338, 0.31072329,-0.5246763275,-0.69152205,-0.28749548, 0.73287924, 1.324478343, 0.850940831, 0.039156297, 0.651192711,-0.31802865,-0.96887144, 1.807284073,-0.301066575,-9.188177e-01, 0.100485916,-0.367236557
362R,-0.393099634,-0.669984098, 0.158553708,-0.989291098,-0.34925266,-0.9103267315, 0.31143585, 0.94225505,-0.60047348, 0.477020363, 0.816280189, 0.169112870, 0.062042123, 0.31924994,-0.30060834,-2.035121368,-0.727733825, 3.965604e-02, 2.040968760, 0.611081068
367R,-0.841342796, 1.757943372,-0.777507364, 0.280855138, 0.27592938,-1.2235045990,-0.25054809, 0.14442284,-0.33069253,-0.058869315,-0.248740004,-0.593560301,-0.103691554,-2.31993034,-0.75608774, 1.014584557,-0.077482945, 6.409476e-02,-0.406001796,-0.975380725
368R, 0.514640816, 0.942416854, 0.123054840, 0.400458441,-0.30631306, 0.5002134441, 1.74610406, 0.26359944,-0.73494755, 0.153826068, 0.508494778,-0.417792083,-0.948641368, 0.28658961,-0.31135527, 1.523773413, 1.167759477, 7.889321e-06,-1.070625673, 0.967802520
373R, 1.563055601, 0.142854983, 1.077671335, 0.046476577,-0.59369831, 0.7859078975,-0.45980816, 1.10943031,-0.75821739,-0.809045966,-0.031377900,-0.260163830,-1.521515402,-1.20860075, 0.75173862, 2.710774538, 0.070191246, 9.497974e-01,-0.668134095, 0.061590696
379R,-0.318039139,-1.588302992, 0.908356877, 0.160690688,-0.27458682,-0.8933286851,-0.37140900, 0.13621048,-0.78440264, 0.089408493, 0.346529849,-0.277162456, 0.295431805,-1.92194442, 1.20595765,-2.439172265, 0.534079717,-5.172335e-02,-0.974198178, 2.009629310
37R,-0.495146924, 2.348215055,-0.552183958, 1.608625562, 1.12507660, 0.2329634011, 0.02378173, 0.02200788, 0.13041768,-0.189375599,-1.208993534, 1.433257968,-0.716339139, 0.95109470,-0.95003764,-1.369048409, 0.244448920, 1.599626e+00,-0.535816203,-2.322304054
380R, 0.604728007, 0.933046433, 0.402547741,-0.804435170,-0.86661065, 0.4083361418,-0.91672635, 0.37172463,-0.01563019, 1.967313592,-1.229300693, 0.994150834,-0.042722010,-0.32371958, 0.93181763,-0.492109165,-0.746434086,-2.927191e-01,-0.253737397, 0.490576904
382R, 0.721537349, 0.273261956,-0.078646097, 0.578861675, 0.31546540, 0.7148457438,-1.01724961, 1.01077480, 0.28146416, 1.293480646, 0.001585589, 1.120044002, 0.544697159, 0.89435252,-0.28642390, 1.234396193, 1.405090067, 1.075683e-01, 0.979505800,-0.211996059
383R, 1.207852886,-0.740902626, 1.069034729,-1.350837710,-1.84958489,-0.2266423008, 1.90112031,-0.18074658, 1.86217529,-0.707018625, 1.502324454,-1.419350226, 0.241736099, 0.76675053,-0.19024955,-1.541331556, 0.750850401,-8.461623e-01, 0.561224943,-0.733398115
384R,-0.596029728,-0.135959747, 0.958776282,-0.989878587,-1.35479228, 0.1450094848, 0.58702722, 0.15066720,-0.27768133, 1.360352003, 0.396536986,-0.730917568, 0.752996397, 1.13128714, 0.03291121,-0.236413725, 0.340915019,-5.621832e-01, 1.645788677, 0.452587464
388R,-0.752644176, 0.050491921,-1.226024053, 0.432822856,-0.54131899, 0.1493268463,-2.61470282, 1.59295650, 0.76353743,-1.750723624,-1.133311428, 0.119221810,-0.219250755,-1.13297162, 0.06628876,-0.148359572,-0.001600577,-5.508539e-01,-2.997709970,-1.498959977
389R, 0.101132837,-0.230326940, 0.192339417,-0.412990572, 0.98141274,-0.9621564215, 0.01444012,-0.96863360,-2.22521731,-0.661989099,-0.189878869,-1.770479250,-0.545842016, 0.87501291,-1.23341870,-0.654557137,-1.528450494,-6.000344e-01, 0.126811830,-0.605798310
390R, 1.197871398, 1.935869301,-0.435101956,-1.570422641,-0.58019767,-0.6673198502,-0.92210387,-0.11186789, 3.09776540, 1.254043898, 0.828357225,-1.367797165, 0.769023766,-0.19764702,-0.26389773, 0.651693423, 0.027971069,-6.626939e-01,-1.886672209,-1.410414165
391R, 0.749460116, 0.875623390, 0.100193513,-0.993918548,-1.10475561,-0.0180835745, 0.43813636,-0.75744284,-1.15699413, 0.630934214, 1.343850366, 1.856065576,-0.386233624, 0.68316163,-0.91466158, 0.822172683,-0.340242146,-1.646951e+00, 0.835636059,-0.959304424
393R,-1.658057678,-0.628946595,-1.001320862,-0.159192231,-0.92519285, 0.8489663888,-0.96943880,-0.80639234, 0.26504867, 0.419300612,-0.448786710,-0.821178015, 0.200509863,-0.60640070, 1.05695383, 0.395644794, 0.070387986, 3.807829e-01, 0.422831367,-0.014435547
394R,-0.426139766,-1.791404299, 1.283410539,-2.041435365, 1.06224928, 1.7414834008, 0.28195436,-0.30790845, 0.51797427, 2.126109590,-0.565528773, 0.564865250,-0.685941042, 0.94882146, 0.70285568, 0.405331177,-0.571727508, 6.348617e-01, 0.639459687, 0.405336951
401R,-1.291638320, 1.004107868, 1.296245176, 0.775003806, 0.56826729,-0.1424230630,-0.64500931, 0.29321098, 0.60588816, 0.523057623, 0.401593521, 0.113747090, 1.005867279, 0.39437681,-1.10055078, 0.096774929, 1.259618922,-1.030803e+00, 1.665478556, 1.081396686
402R, 1.043418316,-0.688720921,-0.043916472,-1.317231423,-1.44530343, 0.4598428760,-0.09145134, 0.88806497,-0.57425780, 2.190081485,-0.563871842,-0.231993495, 0.608908504,-0.75282967,-0.98337985, 0.684398986, 0.562899103,-2.779280e-01,-1.871211525,-0.937518828
40R,-0.009116101,-1.260094620, 1.842180152,-0.482843021,-0.69010695,-1.5275791318,-0.68591417,-1.37173810, 0.70385971,-0.719261423,-0.481418152, 0.628310718, 0.663833408, 1.48297397,-1.42873779, 0.206580133,-1.272248014, 8.201480e-01, 0.753304154,-0.271369603
410R,-0.582485660, 2.929845917,-0.295750363, 0.092087567,-0.09542892,-1.2547489220, 0.71882543, 1.56219010, 1.27780471, 1.024299343, 1.762916020,-1.691710617, 0.028414760, 0.10830001,-0.34332412, 0.347384181, 0.291514952, 7.177920e-01, 0.343680805,-0.945125506
412R, 1.334386093,-1.043098646, 0.777443159, 0.650124711, 0.20018063, 0.7796920914, 0.98035449, 0.93804679,-0.11040509, 0.240030894, 0.069873025, 0.487718881, 0.215837994,-1.27680993, 0.43300301, 0.909908387, 0.180923438,-3.900445e-02, 0.172825496, 2.316885871
413R, 1.500112038, 0.017130719,-2.570782612, 0.778505211, 1.36185925,-1.3499855919,-0.21735548,-0.14405232, 0.37907531, 0.809931696, 0.038565574, 0.362068772, 1.070101054,-0.79766915,-0.38407196, 0.425003027,-1.254873923,-4.801704e-02,-0.589029120, 1.004837537
419R,-0.663410085,-1.136400154,-0.510254317, 0.504417243,-0.03144538, 1.6372967873,-0.58898036,-0.99621778, 0.51010801,-0.473970089,-1.429694384, 1.075202348, 1.405546039,-0.22115265,-0.07901931, 0.461105032, 1.553037261, 8.282147e-01,-0.230269618,-0.610128411
41R,-2.227052750, 1.670857183, 1.618537219, 1.187141873,-0.47011029, 0.6619564584,-1.73387150, 0.94266547,-0.47046204,-0.660642903,-0.790208485,-0.358925221, 0.621659091, 0.45498701, 0.80550039, 0.364782512, 1.399657649, 1.451173e+00,-0.468186035, 0.934890476
423R,-0.091693651, 0.048432889, 0.733942490, 1.556917245,-0.87088680, 1.0718667794, 1.09000236, 0.92674376,-1.67196538, 0.911465023, 1.078444313,-0.090298727,-0.544198824,-0.53158355, 2.03503356, 0.946811066,-0.225129393, 8.275605e-01, 0.560621161,-1.039131759
424R,-1.657936178, 0.911311214, 0.871146355,-0.058454830,-0.11420426,-0.5611862269,-1.08176203,-0.20063915,-1.52322277,-1.184206306,-0.637947401,-0.705065401, 0.889892783, 0.30872240,-0.86297580, 0.800592650,-0.942738242, 9.533923e-01,-0.299243998, 0.825880713
426R, 0.706358346, 1.958972489,-0.723141047, 1.377704691,-0.51734056,-0.5981187661, 0.27677826,-0.29089603, 1.36886076, 0.643430541, 1.329948534,-0.351083911,-0.667784188,-0.60807388, 0.20509635,-0.512675036, 0.252683444,-9.703960e-01, 0.228010965, 0.009479117
430R,-0.788550751,-0.031006085,-0.128522491, 0.581556544,-0.96714612, 0.8516333015,-0.26761076, 0.70400947, 0.78953725, 0.145737440, 1.094409905, 0.974206875,-1.588883916,-0.78375514,-0.80148142,-3.279209113, 1.213197189,-2.186116e-01, 1.087639717, 0.841734540
432R, 0.137584698,-0.777901695,-0.757823552,-3.067526327, 0.23991262, 0.3138220817,-0.58709181,-0.62477827,-0.30548056,-1.214385637,-1.262701068,-0.637332136, 0.105033546, 0.21599468,-0.02749874, 0.454635303,-1.151897725,-3.453536e-01,-1.470440828,-1.759121605
442R,-1.302091100, 0.653437843,-0.062231182, 1.115742269, 1.00738657,-0.0206021243, 1.14715748,-2.00549026,-0.15939939,-1.353859952,-0.095779065, 0.243650941, 0.115909303,-1.51568203, 1.02493080, 2.150458166,-0.969294956,-5.835910e-01,-0.663812872,-0.861704833
447R, 0.974200430,-1.130767812, 0.297301580,-0.297908168,-0.97705387,-0.1469462515, 1.34631786, 0.24001174, 0.19881121,-1.533532463, 0.917658359, 0.340034875,-0.172125551, 1.19763372,-1.78205545,-0.400503599,-0.616851278, 6.291021e-01,-0.230106970, 1.002221012
44R, 0.133833558, 0.359197933, 0.431479028, 0.196048597,-1.45917006,-0.9809251606, 1.81232274,-0.21878267, 0.48555080,-2.427791956,-0.797130151, 0.681418596,-2.522687727,-0.14868798,-1.83876818,-0.697023234,-1.985134596,-2.472344e+00, 0.020175539, 0.873019959
454R, 1.126488385, 1.701076330,-0.043310546, 0.383792107, 1.11867263,-0.4161949059,-1.16892018, 0.08530476,-0.93087772, 0.889499793,-0.499088953, 1.880602256,-0.540356523, 0.49778529,-1.33586947, 0.240240452, 0.883852256,-4.441852e-01,-0.432555999, 1.148927181
455R, 0.447430754,-0.815520395, 0.064107296,-1.498211808, 2.23965380,-0.8021533932,-1.85233916, 0.46095877, 0.21710347,-0.405026275, 0.654918116, 1.527049814, 0.509261894, 1.49578776, 0.95504155,-1.269959304, 0.552026101, 1.268921e-01,-1.119874538, 1.187971925
457R,-0.860630898,-0.611638647,-0.894528764, 0.818468783, 0.40913142,-0.6643540594, 0.95102864,-2.15865402,-0.17437723,-0.465693416,-1.011577622, 1.095789653, 0.650908480, 0.40026001,-0.16295279,-0.197776897,-1.376351291,-7.678366e-01, 0.541290731, 0.093095239
461R,-0.493441497, 0.226999733,-1.884526717, 1.234520670,-1.15771737, 1.1551142221, 0.65689478,-1.55639697,-0.05733951, 1.230169917, 0.870261301,-0.225545554,-1.648434094,-0.34167313,-0.14703106,-0.726443715,-1.072732726, 7.251490e-01,-0.511585944, 0.277254616
462R, 0.579252769,-0.870079920,-1.267005207, 0.269836555,-0.93331737, 0.0001231358, 2.09807913, 0.30434716,-0.13270522, 0.776575399,-0.005058165,-3.077871912, 0.961334241,-1.30947386, 1.06667437, 0.089244710, 2.807739423,-4.886209e-01, 0.218312677,-0.799174306
463R,-0.209320888,-2.631329276,-2.301397179,-0.082815561,-2.20266334,-1.1207978159, 0.26039924,-0.32662137, 0.20887370, 0.881531503, 1.066685850, 0.225530116, 0.374037591,-0.42601689, 0.56675942, 0.516425467,-0.828518919, 2.511816e+00, 0.173456500,-2.310821412
466R,-0.025327153, 1.294805596, 1.253387491,-0.352476907,-2.81832524,-0.4193203747, 0.45919265,-0.88758222, 0.99021980,-0.268578670, 0.252697642, 1.530798072,-0.395760014, 0.08731351, 0.60531839, 0.286338887, 1.459954729, 6.034153e-01,-1.363733454,-0.481918708
467R, 0.890167019,-0.806429908,-0.838016788, 1.213374022,-1.16528473,-0.0088949698, 1.36329599, 0.79689752, 0.79347070,-1.267679631, 0.148116395, 0.591707443,-1.635682904,-0.80706601,-0.11175496, 1.675977384,-0.770932601,-1.870767e+00,-0.324241718, 0.637250676
469R,-0.590044621, 0.224557963,-0.258818205, 1.072627178, 0.44741858, 1.6038400912, 1.20442005, 0.74517722,-0.49578473,-0.388531359,-0.167836474,-0.565680814, 0.820987140, 0.87943449,-2.27853607, 0.691202097, 0.627558835, 2.390658e-01, 1.296780282,-1.356381092
479R,-0.619868940, 0.502379700,-1.427692829, 1.028517353, 0.55840685, 0.2436780987,-1.17910234,-1.90351107, 0.58798966,-1.926911881,-1.094814696,-1.477131359,-1.350918973,-0.10677162,-0.63956577,-0.015764351,-1.096468810,-5.294702e-01, 0.663333932,-0.656769019
48R, 0.095114198, 0.493805639, 0.402060670, 0.641091068,-1.63012629,-1.5255467461,-0.21635245, 1.41671091, 1.19372562, 0.914386571,-1.076914696, 0.580518390, 0.400788729,-1.00167917,-0.02202702, 0.639011044,-0.677339616,-1.471352e+00, 0.110235278, 1.368306900
494R, 0.120687415,-0.901003229,-1.692427434,-0.602991104,-0.49692986, 0.5143131861,-1.84672779, 0.14548717, 0.73328781, 0.068211026,-0.611653392,-0.389731934, 1.594160959,-1.50776521,-1.32691108,-0.270535564,-0.324389898, 3.843580e-01, 0.933158724, 0.525898810
497R,-0.918392910, 0.830369182, 0.819973614, 1.651342592, 0.38118307, 0.3622916317,-0.84904445, 0.45234699,-1.09314572, 1.572650271, 1.508589315,-1.210981387, 0.505037730, 1.96438384,-0.49558323, 1.452122827,-0.892213735,-1.576598e-01,-0.016993880, 0.515874313
4R, 1.630521260, 2.151897816,-0.663674958, 1.339149272,-0.25332158, 0.0581813031, 0.70235882,-1.74099454,-1.07238015, 0.246840455, 0.012463753, 1.199147120, 1.365738644,-0.75728668, 0.75474743,-0.005512710,-0.313068745,-3.849939e-01,-0.486901872, 0.833535781
503R,-0.246424349, 0.167060305, 0.139296961,-1.236400630,-0.09599625, 0.7079044994, 0.80479796,-0.21027715, 1.32162777,-0.977587581,-1.285382006,-0.794719082,-1.117368625,-0.91428188, 1.32375244, 0.902567007, 0.812894354, 7.995012e-01, 0.327152608,-0.012569165
504R,-0.121372834,-0.225039295,-0.831697532,-0.001746874, 0.50373673, 0.8657263671,-0.42760601,-0.32005981,-0.34546749, 1.005655372, 1.556996205, 0.303756287,-1.180085695, 1.64688460, 0.81051028,-2.365134362, 0.870357579, 2.996321e-01, 0.025321920, 0.247329813
50R,-1.892705927, 0.492684283,-0.512679950,-1.253578240,-0.45767340,-1.3057045400,-0.94568795, 1.64058547, 0.67668881, 0.236557751,-0.119704430, 0.407442920,-0.504308850, 0.70250977, 0.16201470, 0.585978073,-0.307945187, 4.844643e-01,-0.482177066, 0.705285254
513R, 0.696299499, 0.376330784,-0.945270295, 0.135433806,-0.33254501,-0.1372803917, 0.62700129, 0.89184089, 0.08900466, 0.644325182,-1.340709411, 1.028150080, 1.117136018, 0.02474587, 0.06862263, 0.661996711, 1.100494288, 1.245749e+00,-0.302665601, 0.795710649
518R, 0.305622869, 0.455952900, 0.981101348, 0.979131001,-0.56027335, 0.1521828679,-0.24611493, 0.83443079, 0.89992270, 0.955316292, 0.134184180, 0.309273028,-0.569291367,-0.56460965,-2.05443181, 0.168502972, 0.446261485,-7.737236e-01, 0.082828254, 0.339801265
519R, 1.384197951, 1.853851246,-0.702627202,-0.133748674,-1.08932356, 0.7336146796,-1.93720129, 1.80735167, 0.42609075,-1.569731642,-0.787206745,-0.993904975,-1.048843071, 1.36095179,-0.39325772,-0.353841792, 0.319772334,-4.905580e-01, 2.167063866,-0.386479984
52R, 0.498509744,-0.645025725, 1.751370506,-0.893255441,-0.75206516,-0.8179541675, 2.16281165,-1.84183180, 0.33643152,-0.155850889, 1.529406946,-1.246336472,-0.140873659,-0.70660408, 0.47001577,-1.287240099, 1.374166314,-8.862913e-01,-1.582798568, 1.959489416
531R, 1.581543455,-0.784702253, 2.038677890, 0.550780670,-1.17052172, 0.0115812590, 0.76137127,-1.11608021,-1.66474140, 0.039028249, 1.163752351, 0.490964361,-1.513492308, 1.68889951,-0.84011312, 0.473977726,-1.250722412, 5.449843e-02, 0.568890453,-1.479391526
538R, 0.495733052, 1.811721763,-0.188298995,-0.354002522, 1.75460127,-1.1464259644,-1.08073465,-0.12414900, 0.22734162, 1.359734735,-0.879758483, 0.362572505, 1.300562036, 0.46482618, 0.91701983, 0.095542899, 0.622243074,-1.265676e+00, 0.559299528,-1.486887338
539R,-0.609578004, 1.047057488, 1.012804902, 1.110274885,-0.08882478,-0.3369178155,-1.08850327,-1.92045991, 0.56018123,-0.398271198,-0.056452902,-1.783509740,-1.156891429, 0.44383491,-1.14848383,-0.111101671, 0.839862969, 9.536405e-01,-0.227259423, 0.027561244
54R, 0.953070661,-0.852935144, 0.670711199,-0.773135350, 0.39572023, 0.2473293697,-0.17676970, 0.01911350,-0.26104040, 0.797113593,-0.973393208,-0.341593125,-0.102422297,-0.65907953, 0.07799405, 0.916434847, 1.828125404, 7.813154e-01,-1.029297146, 1.287900663
568R, 1.413703488,-0.212379241,-0.516423059,-1.499005703,-0.09049930,-2.0321661689, 1.18320265,-0.15298777,-1.42906823, 0.307879249,-0.831736048,-0.797147585,-0.196920081,-2.73943906, 0.61801420,-0.299055190, 0.510235417,-7.193153e-01,-0.924322250,-1.666867571
56R, 1.679456209, 0.882010520, 0.693885511,-0.496680055,-0.18027778,-1.0264411208, 0.74316638, 1.29720766, 0.91935270,-1.125132959, 0.762385077,-0.940325563,-0.589714145, 1.07168595, 1.21404075,-0.667432723, 0.223420648,-3.661483e-01, 0.356632623, 1.092307472
573R, 0.287429688,-2.536512736, 2.149693801,-0.732352695, 1.14891104,-2.3894328165, 0.39957869, 0.82816264,-0.52348510,-0.194409154, 0.148988738, 0.225264469, 0.439525273, 0.55395039, 0.04949497, 0.203726883,-1.487716893, 5.336933e-01,-1.176810567, 0.216833702
574R, 0.359440290,-0.240598990,-1.272478096,-1.316237194,-1.06810456, 1.1086608756,-0.69662768,-0.39015140, 2.16560656, 1.087668527, 0.091789277, 0.434029156, 0.792828566,-0.52307706,-0.51503598, 0.219549965,-1.559071398, 1.143999e-01,-1.504605161, 0.580641302
578R,-0.504290570,-0.831319603,-0.334160792,-0.498159725,-0.02380785,-0.1798284998,-0.72323534,-0.16622283,-0.54722813, 0.349187646, 1.698975230,-0.017026731, 0.330555941, 0.37009180, 0.57389270, 0.826305069,-0.164207923, 1.462724e+00, 0.771786516,-0.394765848
579R, 0.716804498, 1.130627884, 0.368233579, 0.934160174,-1.73920689, 0.8560767808, 0.46218516, 0.39873559,-0.51998056, 0.493928554, 1.401250152,-1.627630789,-1.161609549, 0.37140741,-1.20204965, 0.661839467, 1.685216689,-2.684938e+00,-0.081355488,-1.411029046
59R, 1.666415065, 0.843173379, 0.107984773,-1.607217655, 1.53263357, 0.0852366462, 0.95386576,-0.51962514,-0.61652780,-0.313576698,-1.329762268,-2.107684322, 0.496320334,-0.15002329, 0.69366734, 1.075463655,-1.703537182,-5.392465e-01,-0.326507698,-0.890889247
62R, 2.099725262, 0.921781797,-0.851560188, 0.708000064,-0.30003005, 0.7999019377, 0.04869576, 0.41949424,-0.14702074, 0.605451159, 0.887815840, 1.708393689, 0.450807794, 1.95624627, 0.07884748,-0.328102897, 1.042921258, 8.411752e-01,-1.629112901,-1.228438594
63R,-0.289052416,-0.252795577,-1.307356149, 0.821668905,-1.76984941, 0.1993551199, 1.36099646,-0.72685280,-1.40117326, 0.009058018,-0.389415900, 0.219679755,-0.073825585,-0.70247366, 0.38898679, 1.003342097, 1.587449645,-1.104806e+00,-0.607301633, 0.430425473
79R, 0.492026423,-0.031700606,-0.666102722,-0.219095434,-0.07347085, 0.7656670120,-0.29346019,-1.12514924, 0.77399473, 0.628875048, 1.795578136,-0.333158538, 0.396996034, 0.06869418,-1.62268330, 0.465173698,-0.172277692, 4.723683e-01, 0.196658199, 0.038232823
80R, 0.275152154, 0.372281787,-2.738512070, 0.895429274, 0.07967739,-0.0055481938,-0.05611409,-0.30803348, 1.27649951,-1.925963158,-0.262202320,-0.253224983,-1.765814535, 1.25624194,-1.25405384, 0.624349688,-0.948622175,-1.363887e+00,-0.234365144, 0.286916839
81R,-0.454803760,-0.685532632,-0.301110577, 0.268885996, 1.79718599,-0.3625863799,-0.34446504, 0.61075658,-1.05209453, 0.720872295, 0.648221698,-0.964969611, 0.969934006,-0.72800713,-0.27607014, 1.324265388, 0.298125605, 5.703230e-01, 0.338323077, 1.498278478
89R,-0.421571766,-0.483771270,-1.730987744, 0.668405420,-0.08632425, 1.1378536742,-0.72312862, 2.13559938,-2.38546273, 0.026299047,-0.597357150,-0.813224280, 1.329069758, 0.29975352,-1.70627993,-0.955672527,-2.320222271, 6.947024e-01, 1.376438314,-1.295761773
93R,-0.210070891,-1.316596436,-2.311396171,-0.719711900, 0.64186989, 0.3441702718,-0.80922644,-0.43976530, 0.71796184,-0.109315810,-0.580271329,-0.072069411,-0.047844750, 0.57056782,-0.15975142, 0.423104107,-1.287763873, 2.802074e-01, 0.298722550, 0.295135799
96R, 0.200026738,-0.303762175,-1.442431683, 0.137588020, 1.04345824,-0.4731848822, 0.28238977, 2.87198070,-1.93450064,-0.644650098,-2.023420505, 0.581018973, 1.189993917, 1.33234824, 0.20972768, 0.149597970, 1.418243392, 4.940913e-01,-0.498404537, 1.677320446
97R,-0.720230647,-0.168502044,-1.874868766, 0.275955474,-0.02785292, 0.4176690075,-0.13918005, 0.47324676, 0.80275030,-1.015893527, 0.451913275, 1.241513917, 0.543525361,-0.07982238, 1.43852545, 0.404587757,-0.583223449, 5.264947e-02, 0.688551586,-0.920634897
99R, 0.334812976,-1.286807325,-0.893263335,-0.548305644, 0.80810444,-0.0271218962,-0.35157430,-0.31118371,-0.38124723,-0.767942766,-0.463726751, 0.778695341,-0.180624494,-0.51217153,-0.42526466, 2.445105389, 1.225866471,-1.958156e-01,-2.261258097, 0.666067715
9R,-0.843551743,-0.882249431,-1.106680874,-0.319992670,-1.26177651,-0.5611312895, 1.06923142, 1.67925150,-0.28599711,-1.192906798,-0.250716935, 0.029780071, 2.110183747, 0.06184126,-0.31292310, 1.404570068, 2.377214252, 3.390164e-02, 1.156058040,-0.702972465
